tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
MASTER,gKVUcZK6F4ox7ifgAB-VHWY-0s1fVVJYv0mH9A4S6psbVfw,hhmghm,30,408,418,False,False,False,False
MASTER,YmbtjBBfDAO7Dw4m5KlgR7sEFtLemukp8C5dN4aQhl5yTb8,인생선배 강태균,50,660,668,False,False,True,False
MASTER,GneaKy9P-NnMRgPIuOcLa9wdU6uE6K5qMLS5uesB6u4jvw,혼자가 편한 사람,12,301,271,False,False,False,False
MASTER,k1K6D8WKAnirB6WJyO7W_HGgY-etL4Lo1LNc0bOqt6LyzOU,나 손 따뜻해,0,98,82,False,False,False,False
MASTER,el9sRsCXTPs8I-nTB43PgJhDsqvD1pMfwnjkgdYO31allUc,Psy Shy Cho,0,450,426,False,False,True,False
MASTER,-tLVG5p17tcsKxM1G5jeIfW_Si4kuinjXjUHXkY2j1lwGtU,진호우석옥천,20,480,472,False,False,True,False
MASTER,U51QsXoVCyHwBNAM7kf6cfgChLwDozv2FD9Fsk0PSMI8SvA,귀여운미드아이번,24,144,106,False,False,False,False
MASTER,zGlbSbjRRe508IMJhODBoGvDNEs0EADgGPeFC2EFGRqF9Ko,Satsuki,55,393,369,False,False,True,False
MASTER,Cm8htjqYB58errzbFo5rIKUvNOdiJlFkH3tDAPnbyc6WaoI,I  not  hero,116,364,277,False,False,False,False
MASTER,-yy8RvYqugMok8lV443zn0R7on80Ql-cpPif_a8eNxde0VQ,애기수은짱,72,216,204,False,False,False,True
MASTER,FCe1wFNQ4wK8b14T4qiyC5upsd8ThpoRt2e6ukUBHHDDZws,naiyou baby,244,702,716,False,False,True,False
MASTER,7-jXJ_3-6uOKZvJRZD-Ftfaxq7QHgBDqkb2ghup_GJZfea8,Lucile,222,563,540,False,False,False,False
MASTER,i_2PySMrjJusf-TVwcizPju0oZIKhtpEM7tQAtnNuobKDi8,레EZ,183,241,191,False,False,False,False
MASTER,j28fmvCmnWOLVBxeydoW9DlzempJ7EJxBm7OkSKWo2PhoiI,iiiiilliilllil,25,341,324,True,False,False,False
MASTER,DTDdfVkwfR_03lXNCKTDU2pFsNvjfh4E2CuKjZmwbJhJ9vM,katarina rank 1,162,237,214,False,False,False,False
MASTER,b9VTAz0uS9NxMzHlhHKGtCE87XQt0SzEskPjm27ju-R-COI,1범만,142,411,352,False,False,False,True
MASTER,HWfPrB9OokBUL9NFVy1nLEjJH8wyX6KIdNf0yoYcU822VQ,Nail,0,276,225,False,False,True,False
MASTER,cTgMH3jLthEIokk4aMwfXU_Gg7YLs4tRfU_Sr00GuWNZ3Fs,cheese계란말이,246,272,191,True,False,False,False
MASTER,yagE9x25Loze2zr2NiCGNOdBBNy11THV4Oqot8LJ7RT3knA,knighf,146,358,277,False,False,True,False
