tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,U-weqHJcxSjZW_r9HAUeJbuNpP1ERdoVs7iR0zNuwsxxxg,게르세르끼,520,216,167,True,False,False,True
GRANDMASTER,YejXC95Lbcg4ObKgIFOrdc6KJf2XDBMyrsGRUw6XXGT4ULQ,SeongHw4n,301,145,127,False,False,True,False
GRANDMASTER,IH4LwXs7W_5fWm4aLaQfDRNusph9tImVBC-_Dk1YtT9ANno,Calm down win,515,306,276,False,False,False,False
GRANDMASTER,JOqcQVwLhsYWPi0lw7s_kqVlOnj46Rk85T4RrIMXfJxqC68,절믿으세요,282,477,458,False,False,False,False
GRANDMASTER,yBk4Kfa-KdNRfjlgd7UcQWX1vTW2L_ycsOTyHZjVf-dPJPk,섹지v,299,391,366,False,False,True,False
GRANDMASTER,C05b5zNu6S3tyryczhDUVWMwDtQHeP2NUnFnaHK514TNmQ,냐하준,345,462,405,False,False,True,False
GRANDMASTER,5FUfrqYxtREdPG0pVqFTYJXXovVS06amOSapEYSuS-k3Vu0,dkwslg,300,195,153,False,False,False,False
GRANDMASTER,gSqmCDbqOfc2N736U9z8UxaAKKBLYHfMLfSSbj-YlupamLM,Sry Sup Gap ToT,442,496,463,True,False,False,False
GRANDMASTER,7hngrnZQTYTVlFW5sYrJZhzbHuPopkVlcGbwCIi78lzcZtI,Poursu,407,317,287,False,False,False,False
GRANDMASTER,pHGFEVN-7jXs0VoUqOLq_grs7EpakWrajrSgEkve_U_iTdc,숨바꼭질,464,577,532,False,False,False,False
GRANDMASTER,sujQERe3gJ_WzXAtRSuXklOUlT0hH9eomCfnkysS7-9Bzdw,         anshenz,612,348,245,False,False,False,False
GRANDMASTER,TUlyxQHgjOTuclELLAGXzOF-zsQdeObyMzCh6x9xwjhC_kU,밍 9,380,342,326,False,False,False,False
GRANDMASTER,6XoXq9YRBMfbJl4cn5hQQk0HKsFa6kandgKWMKxxfdLuQtI,돌카사,343,413,391,True,False,False,False
GRANDMASTER,KwZJR4cQAcVJ1nqCPkDwM1LtKXL3-P2flVFU-_y3rdF3rQ,둠 심,315,273,237,True,False,False,True
GRANDMASTER,it3oMz9BAL7opBxcCrX4_eBeaAut3gn5sOJLWcQfYnKa7Mc,dabudongle,473,538,451,False,False,True,False
GRANDMASTER,3m3-eof3wyisP-vYjyj7ItMx-1dtZqg6emCY3Ybk3xf99-Y,BRB Minit,489,333,298,False,False,True,False
GRANDMASTER,9eqGuMTbo5K-1AU5t1vNa6r3Yz6O2OdDVmYBsclW69wOgUk,앞리카방송리리스,458,109,134,False,False,False,False
GRANDMASTER,HRKHoCjY2-ognqvI6Ww4hmqHY6YEWEobrhwFRgeLEG9P_n4,no hope team,571,377,335,True,False,False,True
GRANDMASTER,UMwaycvwitDWAU4yLE08G8bG1VqMi5OL7160gUB9_jyRYkA,detail king,563,456,411,True,False,False,True
GRANDMASTER,amHw_Iij1Yf2jZwOgFN8PWf6_VOGeyWQCVPCIa48zCAsDA,겨울지나봄이오듯,310,304,276,False,False,False,False
GRANDMASTER,-rtmfCDv6XB4HRtT0HiFUU4ePqod_yjReeyo6dOx58F52ag,love korean12,382,834,778,False,False,True,False
GRANDMASTER,9rtDT_NQx_KoGCPJmE8GRGyRrgBEBJqr_2rA4vnHeiujhOY,lililiillilll01,321,373,346,False,False,False,False
GRANDMASTER,I8YbO_WrTUVL0hOMPaPJtJUvvKTvb2V5ZSAJb0FIWQ0twkQ,Heros Never D1e,305,371,350,False,False,False,False
GRANDMASTER,Cj4srEHcaTjouiqfDX96TeNcFz-n89YfMRJ5dY2DtyiX-Ig,wo ye xiang n1,571,167,126,False,False,False,False
GRANDMASTER,w765vWjBU3OTPE1n3CHECCTJfcMYG0kCSDFlJEoF3PHVwEg,SSW장형석,332,513,480,True,False,False,False
GRANDMASTER,uYPHk7ibUqgMFFijkMX45imnkNuNrlXovNuE2rQ4wNXYvVI,MCX Gemini,426,498,467,True,False,False,False
GRANDMASTER,pKaLZ8FRy38swezQ6YXZPj-RjCwzLUupVmapXhhLfSA1d48,Anleader,602,627,563,False,False,False,False
GRANDMASTER,KtlhjwzuUE2luHLgTasV6XvTys7DOnk1-bMaMC-Wqu9-RmE,Kur1ko,308,586,484,False,False,False,False
GRANDMASTER,tFlPV4QHYB0e6pop6s1Xd4YjnuWuC4KNiH5wAYQ0PYaYcZk,cexk1lng,615,819,796,True,False,False,False
GRANDMASTER,VRU3VYXIZLkoJZg9jJDwZRNrYt2BXXsL9RmhLJ4xdiBJQic,QAQPrada,354,328,237,False,False,False,False
GRANDMASTER,ozMFFdP8gE9UVSl3o5owhEA3gUB8kM9RSt53IgWDJ8zrcwE,dao mei dan,371,773,755,True,False,False,False
